review,rating,date,bank,source,themes
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen Bank,Google Play,Transaction Performance
good,5,2025-05-16,Dashen Bank,Google Play,Other
always lagging,1,2025-05-16,Dashen Bank,Google Play,Transaction Performance
Amazing Application...,5,2025-05-16,Dashen Bank,Google Play,Other
Fantastic,5,2025-05-16,Dashen Bank,Google Play,Other
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen Bank,Google Play,Other
its my choice,5,2025-05-15,Dashen Bank,Google Play,Other
wow apo,5,2025-05-15,Dashen Bank,Google Play,Other
awesome app keep going,5,2025-05-14,Dashen Bank,Google Play,Other
wow,5,2025-05-14,Dashen Bank,Google Play,Other
👍,5,2025-05-14,Dashen Bank,Google Play,Other
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen Bank,Google Play,Other
Game changer,5,2025-05-13,Dashen Bank,Google Play,Other
Totally amazing,5,2025-05-13,Dashen Bank,Google Play,Other
super 😎,5,2025-05-13,Dashen Bank,Google Play,Other
what a helpful app!!!!,5,2025-05-13,Dashen Bank,Google Play,Support & Service
Good,4,2025-05-13,Dashen Bank,Google Play,Other
nice,5,2025-05-13,Dashen Bank,Google Play,Other
wow,5,2025-05-13,Dashen Bank,Google Play,Other
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen Bank,Google Play,Other
fast,5,2025-05-12,Dashen Bank,Google Play,Other
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen Bank,Google Play,Other
good,5,2025-05-09,Dashen Bank,Google Play,Other
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen Bank,Google Play,UX & Navigation
its the best ever,5,2025-05-09,Dashen Bank,Google Play,Other
nice,5,2025-05-08,Dashen Bank,Google Play,Other
excellent game changer App,5,2025-05-08,Dashen Bank,Google Play,Other
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen Bank,Google Play,Other
it seems me logging out within minutes,1,2025-05-03,Dashen Bank,Google Play,Other
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen Bank,Google Play,"Reliability & Access, UX & Navigation, Features & Requests"
yes i want dashen super open,5,2025-05-02,Dashen Bank,Google Play,Other
faster than this version,5,2025-05-01,Dashen Bank,Google Play,Other
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen Bank,Google Play,UX & Navigation
thank you,4,2025-04-30,Dashen Bank,Google Play,Other
great app,5,2025-04-30,Dashen Bank,Google Play,Other
bad.,1,2025-04-30,Dashen Bank,Google Play,Other
dashen super app is secure band very easy,5,2025-04-29,Dashen Bank,Google Play,Other
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen Bank,Google Play,Other
best app I have ever seen,5,2025-04-29,Dashen Bank,Google Play,Other
best of best,5,2025-04-29,Dashen Bank,Google Play,Other
waw,5,2025-04-28,Dashen Bank,Google Play,Other
best app,5,2025-04-28,Dashen Bank,Google Play,Other
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen Bank,Google Play,Transaction Performance
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen Bank,Google Play,Other
wow appl,5,2025-04-28,Dashen Bank,Google Play,Other
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen Bank,Google Play,Other
very nice,5,2025-04-26,Dashen Bank,Google Play,Other
great,4,2025-04-26,Dashen Bank,Google Play,Other
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen Bank,Google Play,"Transaction Performance, Features & Requests"
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen Bank,Google Play,"Transaction Performance, UX & Navigation"
Very easy and Fast.,5,2025-04-24,Dashen Bank,Google Play,Other
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen Bank,Google Play,Other
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen Bank,Google Play,Reliability & Access
execellent,5,2025-04-24,Dashen Bank,Google Play,Other
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen Bank,Google Play,Other
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen Bank,Google Play,Other
it is incredible product.,5,2025-04-23,Dashen Bank,Google Play,Other
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen Bank,Google Play,Features & Requests
best app,5,2025-04-23,Dashen Bank,Google Play,Other
ok,5,2025-04-23,Dashen Bank,Google Play,Other
"It's an amazing app, experience it!!",5,2025-04-23,Dashen Bank,Google Play,Other
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen Bank,Google Play,Other
It is the best application!!!,5,2025-04-22,Dashen Bank,Google Play,Other
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen Bank,Google Play,Other
its features are so dynamic,5,2025-04-22,Dashen Bank,Google Play,Features & Requests
fast &Friendly user Application.,5,2025-04-22,Dashen Bank,Google Play,Other
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen Bank,Google Play,Other
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen Bank,Google Play,Other
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen Bank,Google Play,Other
Great for everyday banking and payments on the go,5,2025-04-22,Dashen Bank,Google Play,Other
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen Bank,Google Play,UX & Navigation
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen Bank,Google Play,Other
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen Bank,Google Play,Other
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen Bank,Google Play,"UX & Navigation, Features & Requests"
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen Bank,Google Play,Other
Convenient!,5,2025-04-22,Dashen Bank,Google Play,Other
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen Bank,Google Play,Other
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen Bank,Google Play,Other
the best Supper App ever,5,2025-04-22,Dashen Bank,Google Play,Other
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen Bank,Google Play,Other
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen Bank,Google Play,Other
Dashen bank is my number one choice,5,2025-04-22,Dashen Bank,Google Play,Other
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen Bank,Google Play,Other
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen Bank,Google Play,UX & Navigation
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen Bank,Google Play,Other
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen Bank,Google Play,Other
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen Bank,Google Play,Other
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen Bank,Google Play,Features & Requests
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen Bank,Google Play,"UX & Navigation, Features & Requests"
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Dashen Bank,Google Play,Other
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen Bank,Google Play,Features & Requests
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Dashen Bank,Google Play,Other
Very convenient,5,2025-04-21,Dashen Bank,Google Play,Other
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen Bank,Google Play,Other
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen Bank,Google Play,Other
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Dashen Bank,Google Play,Other
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen Bank,Google Play,UX & Navigation
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen Bank,Google Play,Other
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen Bank,Google Play,Other
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen Bank,Google Play,Other
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen Bank,Google Play,UX & Navigation
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen Bank,Google Play,"Features & Requests, Support & Service"
thanks again,5,2025-04-21,Dashen Bank,Google Play,Other
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen Bank,Google Play,Other
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen Bank,Google Play,Other
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen Bank,Google Play,"UX & Navigation, Features & Requests"
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,Dashen Bank,Google Play,Other
what an App,5,2025-04-21,Dashen Bank,Google Play,Other
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen Bank,Google Play,Features & Requests
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen Bank,Google Play,Features & Requests
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen Bank,Google Play,"UX & Navigation, Features & Requests"
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen Bank,Google Play,"Features & Requests, Support & Service"
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen Bank,Google Play,Support & Service
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen Bank,Google Play,UX & Navigation
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen Bank,Google Play,Other
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen Bank,Google Play,Other
Better and inclusive app!,5,2025-04-21,Dashen Bank,Google Play,Other
Amazing Application,5,2025-04-21,Dashen Bank,Google Play,Other
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen Bank,Google Play,Other
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen Bank,Google Play,Other
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen Bank,Google Play,Features & Requests
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen Bank,Google Play,UX & Navigation
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen Bank,Google Play,Other
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,Dashen Bank,Google Play,"Features & Requests, Support & Service"
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Dashen Bank,Google Play,"Features & Requests, Support & Service"
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Dashen Bank,Google Play,"UX & Navigation, Features & Requests"
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen Bank,Google Play,Other
